step,ee_x,ee_y,ee_z,hand_x,hand_y,hand_z,hand_dist_surface,g1_body_dist,gate,gate_trigger,stage,parts_placed,replan_count,replan_strategy,replan_raise_m,replan_lateral_m,grasp_rewinds,carry_aborted,min_part_z,parts_below_table,deadlock_tier,vhand_retreated,vhand_block_active,sphere_x,sphere_y,sphere_z,protocol_phase,protocol_part,disturbance_source,disturbance_scenario,disturbance_attempt_id,gate_trigger_source,replan_trigger_source,replan_trigger_step,replan_event_id,replan_applied_step,closest_g1_body,dist_min_g1_body,dist_min_proxy,warn_threshold_active,dist_min_for_gating,dist_min_envelope,dist_min_held,safe_dist_hard_stop_active,safe_dist_warn_active,proxy_center_x,proxy_center_y,proxy_center_z,proxy_surface_x,proxy_surface_y,proxy_surface_z,attractor_x,attractor_y,attractor_z,g1_head_x,g1_head_y,g1_head_z,reach_clamped,slow_streak_length,reach_radius_active,proxy_radius_active,head_to_attractor_distance,reach_margin,g1_root_x,g1_root_y,g1_root_z,g1_tilt_rad,g1_spawn_requested_x,g1_spawn_requested_y,g1_spawn_requested_yaw,spawn_pose_error
2000,0.5289,0.2885,0.2984,-0.3880,0.4055,0.3356,0.9250,0.7400,ALLOW,allow,descend_to_box_with_slot_B_3,2,3,auto,0.2500,0.1155,0,0,0.1483,0,0,1,0,0.1373,0.2425,0.2984,place,3,scripted_virtual_hand,static_occupancy_proxy,5,,,,,,left_wrist_pitch_link,0.7400,0.9250,0.3010,0.7840,0.7840,0.9250,0.2500,0.3010,0.1373,0.2425,0.2984,-0.3880,0.4055,0.3356,0.5372,0.2905,0.0000,-0.3880,0.4055,0.1956,1,0,0.5500,0.0800,0.9323,-0.3823,-0.3410,0.3410,-0.2752,0.2290,-1.4500,0.0000,0.0000,0.0000
2200,0.5296,-0.1454,0.3000,0.1435,0.1050,0.3000,0.3802,0.9005,ALLOW,allow,descend_to_slot_A_4,3,3,auto,0.2500,0.1155,0,0,0.1483,0,0,0,1,0.0764,0.1485,0.3000,pick,4,scripted_virtual_hand,static_occupancy_proxy,6,,,,,,right_wrist_pitch_link,0.9005,0.3802,0.2500,0.3603,0.3603,,0.2500,0.2500,0.0764,0.1485,0.3000,0.1435,0.1050,0.3000,0.5374,-0.1504,0.0000,-0.3125,0.5374,0.1781,1,0,0.5500,0.0800,1.0933,-0.5433,-0.3830,0.4413,-0.2822,0.2534,-1.4500,0.0000,0.0000,0.0000
2400,0.5834,0.1873,0.7432,-0.4247,0.4331,0.3243,1.1190,1.1100,ALLOW,allow,replan_detour_arc,3,4,auto,0.2500,0.1147,0,0,0.1483,0,0,1,0,-0.4247,0.4331,0.7432,transit,4,scripted_virtual_hand,static_occupancy_proxy,7,,,,,,right_wrist_pitch_link,1.1100,1.1190,0.2500,1.0117,1.0117,,0.2500,0.2500,-0.4247,0.4331,0.7432,-0.4247,0.4331,0.3243,0.6500,0.0000,0.0000,-0.4247,0.4331,0.1843,0,0,0.5500,0.4000,1.1586,-0.6086,-0.3667,0.3505,-0.2823,0.2983,-1.4500,0.0000,0.0000,0.0000
2600,0.5330,0.3606,0.2975,-0.4325,0.4713,0.3233,0.9722,0.7571,ALLOW,allow,descend_to_box_with_slot_B_4,3,4,auto,0.2500,0.1147,0,0,0.1483,0,0,1,0,0.1165,0.4401,0.2975,place,4,scripted_virtual_hand,static_occupancy_proxy,7,,,,,,left_wrist_pitch_link,0.7571,0.9722,0.3574,0.8309,0.8309,0.9722,0.2500,0.3574,0.1165,0.4401,0.2975,-0.4325,0.4713,0.3233,0.5376,0.3611,0.0000,-0.4325,0.4713,0.1833,1,0,0.5500,0.0800,0.9764,-0.4264,-0.3579,0.3630,-0.2757,0.3214,-1.4500,0.0000,0.0000,0.0000
2800,0.6449,-0.3602,0.2938,0.0572,0.0310,0.2938,0.6260,1.0192,ALLOW,allow,descend_to_slot_A_5,4,4,auto,0.2500,0.1147,0,0,0.1483,0,0,0,1,-0.0094,0.0753,0.2938,pick,5,scripted_virtual_hand,static_occupancy_proxy,7,,,,,,right_wrist_pitch_link,1.0192,0.6260,0.2500,0.6045,0.6045,,0.2500,0.2500,-0.0094,0.0753,0.2938,0.0572,0.0310,0.2938,0.6455,-0.3604,0.0000,-0.4071,0.4552,0.1790,1,0,0.5500,0.0800,1.3316,-0.7816,-0.3433,0.3307,-0.2775,0.2840,-1.4500,0.0000,0.0000,0.0000
3000,0.6426,0.1417,0.5624,0.3976,0.1513,0.5624,0.1652,1.0175,STOP,static_collision: hand inside hard zone (dist=0.104m < 0.250m),move_above_box_with_slot_B_5,4,4,auto,0.2500,0.1147,0,0,0.1483,0,0,0,1,-0.0021,0.1670,0.5624,transit,5,scripted_virtual_hand,static_occupancy_proxy,8,scripted_virtual_hand,,,,,right_wrist_pitch_link,1.0175,0.1652,0.2500,0.1040,0.1040,0.1652,0.2500,0.2500,-0.0021,0.1670,0.5624,0.3976,0.1513,0.5624,0.6500,0.0000,0.0000,-0.4339,0.5077,0.1807,1,0,0.5500,0.4000,1.1969,-0.6469,-0.3466,0.3805,-0.2712,0.2764,-1.4500,0.0000,0.0000,0.0000
3200,0.5543,0.1114,0.6257,0.0000,0.0000,2.0000,999.0000,1.0017,ALLOW,allow,lift_after_releasing_slot_B_5,4,4,auto,0.2500,0.1147,0,0,0.1483,0,0,0,1,-0.4435,0.5400,0.6257,reset,5,scripted_virtual_hand,static_occupancy_proxy,8,,,,,,right_wrist_pitch_link,1.0017,999.0000,0.2500,1.3047,1.3047,,0.2500,0.2500,-0.4435,0.5400,0.6257,0.0000,0.0000,2.0000,-0.4444,0.4631,0.0000,-0.4444,0.4631,0.1867,0,0,0.5500,0.3000,0.0000,0.5500,-0.3444,0.3871,-0.2744,0.2679,-1.4500,0.0000,0.0000,0.0000
3400,0.6346,-0.2484,0.5768,0.3739,-0.0671,0.5768,0.2375,1.0977,STOP,static_collision: hand inside hard zone (dist=0.176m < 0.250m),lift_slot_A_6,5,4,auto,0.2500,0.1147,0,0,0.1483,0,0,0,1,0.0454,0.1612,0.5768,transit,6,scripted_virtual_hand,static_occupancy_proxy,9,scripted_virtual_hand,,,,,right_wrist_pitch_link,1.0977,0.2375,0.3331,0.1761,0.1761,0.2375,0.2500,0.3331,0.0454,0.1612,0.5768,0.3739,-0.0671,0.5768,0.6500,0.0000,0.0000,-0.3929,0.4934,0.1869,1,0,0.5500,0.4000,1.1537,-0.6037,-0.3451,0.3464,-0.2648,0.2836,-1.4500,0.0000,0.0000,0.0000
3600,0.6916,0.0315,0.7533,-0.4286,0.4202,0.3241,1.2609,1.1906,ALLOW,allow,replan_detour_high_lateral,5,5,auto,0.2500,0.1063,0,0,0.1483,0,0,1,0,-0.4286,0.4202,0.7533,transit,6,scripted_virtual_hand,static_occupancy_proxy,9,,,,,,right_wrist_pitch_link,1.1906,1.2609,0.3518,1.1542,1.1542,,0.2500,0.3518,-0.4286,0.4202,0.7533,-0.4286,0.4202,0.3241,0.6500,0.0000,0.0000,-0.4286,0.4202,0.1841,0,0,0.5500,0.4000,1.1575,-0.6075,-0.3518,0.3118,-0.2746,0.3108,-1.4500,0.0000,0.0000,0.0000
3800,0.6265,0.2321,0.5329,-0.4323,0.4920,0.3137,1.1121,0.9931,ALLOW,allow,replan_detour_rejoin,5,5,auto,0.2500,0.1063,0,0,0.1483,0,0,1,0,-0.0401,0.1065,0.5329,transit,6,scripted_virtual_hand,static_occupancy_proxy,9,,,,,,right_wrist_pitch_link,0.9931,1.1121,0.2500,1.0083,1.0083,,0.2500,0.2500,-0.0401,0.1065,0.5329,-0.4323,0.4920,0.3137,0.6500,0.0000,0.0000,-0.4323,0.4920,0.1737,1,0,0.5500,0.4000,1.1889,-0.6389,-0.3591,0.3511,-0.2766,0.3235,-1.4500,0.0000,0.0000,0.0000
4000,0.6344,-0.0808,0.5769,0.0000,0.0000,2.0000,999.0000,1.0491,ALLOW,allow,lift_after_releasing_slot_B_6,5,5,auto,0.2500,0.1063,0,0,0.1483,0,0,1,0,-0.4347,0.4342,0.5769,reset,6,scripted_virtual_hand,static_occupancy_proxy,9,,,,,,right_wrist_pitch_link,1.0491,999.0000,0.2500,1.3732,1.3732,,0.2500,0.2500,-0.4347,0.4342,0.5769,0.0000,0.0000,2.0000,-0.4355,0.5118,0.0000,-0.4355,0.5118,0.1899,0,0,0.5500,0.3000,0.0000,0.5500,-0.3567,0.3705,-0.2596,0.3101,-1.4500,0.0000,0.0000,0.0000
4200,0.6409,0.0755,0.5668,0.3459,0.1038,0.5668,0.2163,1.0221,ALLOW,allow,lift_slot_A_7,6,5,auto,0.2500,0.1063,0,0,0.1485,0,0,0,1,-0.0523,0.1420,0.5668,transit,7,scripted_virtual_hand,static_occupancy_proxy,10,,,,,,right_wrist_pitch_link,1.0221,0.2163,0.2500,0.1550,0.1550,0.2163,0.2500,0.2500,-0.0523,0.1420,0.5668,0.3459,0.1038,0.5668,0.6500,0.0000,0.0000,-0.4412,0.5309,0.1670,1,0,0.5500,0.4000,1.2135,-0.6635,-0.3332,0.3919,-0.2773,0.2896,-1.4500,0.0000,0.0000,0.0000
4400,0.6543,0.1098,0.5491,0.0000,0.0000,2.0000,999.0000,1.0323,ALLOW,allow,lift_after_releasing_slot_B_7,6,5,auto,0.2500,0.1063,0,0,0.1485,0,0,0,1,-0.4727,0.3820,0.5491,reset,7,scripted_virtual_hand,static_occupancy_proxy,10,,,,,,right_wrist_pitch_link,1.0323,999.0000,0.3124,1.4067,1.4067,,0.2500,0.3124,-0.4727,0.3820,0.5491,0.0000,0.0000,2.0000,-0.4735,0.4596,0.0000,-0.4735,0.4596,0.1817,0,0,0.5500,0.3000,0.0000,0.5500,-0.3557,0.3726,-0.2732,0.2877,-1.4500,0.0000,0.0000,0.0000
4600,0.6423,0.0038,0.5616,0.3536,0.0264,0.5616,0.2096,1.0394,ALLOW,allow,lift_slot_A_8,7,5,auto,0.2500,0.1063,0,0,0.1485,0,0,0,1,-0.0452,0.0576,0.5616,transit,8,scripted_virtual_hand,static_occupancy_proxy,11,,,,,,right_wrist_pitch_link,1.0394,0.2096,0.2500,0.1482,0.1482,0.2096,0.2500,0.2500,-0.0452,0.0576,0.5616,0.3536,0.0264,0.5616,0.6500,0.0000,0.0000,-0.4463,0.4339,0.1841,1,0,0.5500,0.4000,1.1790,-0.6290,-0.3459,0.3561,-0.2765,0.2976,-1.4500,0.0000,0.0000,0.0000
4800,0.5612,0.2785,0.6444,0.0000,0.0000,2.0000,999.0000,0.9913,ALLOW,allow,lift_after_releasing_slot_B_8,7,5,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,-0.4508,0.3385,0.6444,reset,8,scripted_virtual_hand,static_occupancy_proxy,12,,,,,,left_wrist_pitch_link,0.9913,999.0000,0.2500,1.3160,1.3160,,0.2500,0.2500,-0.4508,0.3385,0.6444,0.0000,0.0000,2.0000,-0.4520,0.4160,0.0000,-0.4520,0.4160,0.1954,0,0,0.5500,0.3000,0.0000,0.5500,-0.3564,0.3714,-0.2706,0.2852,-1.4500,0.0000,0.0000,0.0000
5000,0.7442,-0.3233,0.5751,0.3382,-0.1068,0.5751,0.3801,1.2193,SLOW_DOWN,static_warning: hand in caution zone (dist=0.318m < 0.354m),lift_slot_A_9,8,5,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,-0.0147,0.0815,0.5751,transit,9,scripted_virtual_hand,static_occupancy_proxy,13,scripted_virtual_hand,,,,,right_wrist_pitch_link,1.2193,0.3801,0.3541,0.3184,0.3184,0.3801,0.2500,0.3541,-0.0147,0.0815,0.5751,0.3382,-0.1068,0.5751,0.6500,0.0000,0.0000,-0.4098,0.4641,0.1837,1,3,0.5500,0.4000,1.1570,-0.6070,-0.3626,0.3470,-0.2766,0.3170,-1.4500,0.0000,0.0000,0.0000
5200,0.7500,0.1450,0.3000,0.0909,0.1552,0.3000,0.5792,0.9902,ALLOW,allow,open_gripper_to_release_slot_B_9,8,5,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,0.0109,0.1565,0.3000,place,9,scripted_virtual_hand,static_occupancy_proxy,14,,,,,,right_wrist_pitch_link,0.9902,0.5792,0.3001,0.5592,0.5592,,0.2500,0.3001,0.0109,0.1565,0.3000,0.0909,0.1552,0.3000,0.7585,0.1482,0.0000,-0.4363,0.4766,0.1769,1,0,0.5500,0.0800,1.2391,-0.6891,-0.3560,0.3465,-0.2755,0.3050,-1.4500,0.0000,0.0000,0.0000
5400,0.7446,-0.2778,0.4549,-0.0205,0.0885,0.4549,0.7682,1.1493,ALLOW,allow,grasp_slot_A_10,9,5,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,-0.0926,0.1230,0.4549,pick,10,scripted_virtual_hand,static_occupancy_proxy,14,,,,,,right_wrist_pitch_link,1.1493,0.7682,0.2500,0.7064,0.7064,0.7682,0.2500,0.2500,-0.0926,0.1230,0.4549,-0.0205,0.0885,0.4549,0.7562,-0.2890,0.0000,-0.4815,0.5119,0.1642,1,0,0.5500,0.0800,1.4743,-0.9243,-0.3664,0.3524,-0.2708,0.3160,-1.4500,0.0000,0.0000,0.0000
5600,0.8255,0.0279,0.7996,-0.4074,0.4662,0.3282,1.3908,1.3210,ALLOW,allow,replan_detour_high_lateral,9,6,auto,0.2500,0.1063,0,0,0.1484,0,0,1,0,-0.4074,0.4662,0.7996,transit,10,scripted_virtual_hand,static_occupancy_proxy,15,,,,,,right_wrist_pitch_link,1.3210,1.3908,0.3305,1.2842,1.2842,,0.2500,0.3305,-0.4074,0.4662,0.7996,-0.4074,0.4662,0.3282,0.6500,0.0000,0.0000,-0.4074,0.4662,0.1882,0,0,0.5500,0.4000,1.1556,-0.6056,-0.3428,0.3536,-0.2713,0.2593,-1.4500,0.0000,0.0000,0.0000
5800,0.7519,0.2447,0.4674,-0.4035,0.4379,0.3271,1.1798,1.0400,ALLOW,allow,replan_detour_rejoin,9,6,auto,0.2500,0.1063,0,0,0.1484,0,0,1,0,0.0251,0.0932,0.4674,transit,10,scripted_virtual_hand,static_occupancy_proxy,15,,,,,,left_wrist_pitch_link,1.0400,1.1798,0.2500,1.0776,1.0776,,0.2500,0.2500,0.0251,0.0932,0.4674,-0.4035,0.4379,0.3271,0.6500,0.0000,0.0000,-0.4035,0.4379,0.1871,1,0,0.5500,0.4000,1.1408,-0.5908,-0.3456,0.3310,-0.2747,0.2648,-1.4500,0.0000,0.0000,0.0000
6000,0.7511,-0.0320,0.5754,0.0000,0.0000,2.0000,999.0000,1.1382,ALLOW,allow,lift_after_releasing_slot_B_10,9,6,auto,0.2500,0.1063,0,0,0.1484,0,0,1,0,-0.4709,0.3982,0.5754,reset,10,scripted_virtual_hand,static_occupancy_proxy,15,,,,,,right_wrist_pitch_link,1.1382,999.0000,0.3053,1.4266,1.4266,,0.2500,0.3053,-0.4709,0.3982,0.5754,0.0000,0.0000,2.0000,-0.4718,0.3985,0.0000,-0.4718,0.3985,0.1831,0,0,0.5500,0.3000,0.0000,0.5500,-0.3590,0.3288,-0.2759,0.3114,-1.4500,0.0000,0.0000,0.0000
6200,0.7428,-0.1882,0.7285,-0.4192,0.4194,0.3245,1.3722,1.2616,ALLOW,allow,lift_slot_A_11,10,7,auto,0.2500,0.1063,0,0,0.1484,0,0,1,0,-0.4192,0.4194,0.7285,transit,11,scripted_virtual_hand,static_occupancy_proxy,16,,,,,,right_wrist_pitch_link,1.2616,1.3722,0.2500,1.2243,1.2243,1.3722,0.2500,0.2500,-0.4192,0.4194,0.7285,-0.4192,0.4194,0.3245,0.6500,0.0000,0.0000,-0.4192,0.4194,0.1845,0,0,0.5500,0.4000,1.1486,-0.5986,-0.3574,0.3369,-0.2817,0.2776,-1.4500,0.0000,0.0000,0.0000
6400,0.7658,0.2472,0.5651,-0.3681,0.4906,0.3388,1.1816,1.0797,ALLOW,allow,replan_realign_place_mid,10,7,auto,0.2500,0.1063,0,0,0.1484,0,0,1,0,0.0582,0.1431,0.5651,transit,11,scripted_virtual_hand,static_occupancy_proxy,16,,,,,,left_wrist_pitch_link,1.0797,1.1816,0.2500,1.0779,1.0779,,0.2500,0.2500,0.0582,0.1431,0.5651,-0.3681,0.4906,0.3388,0.6500,0.0000,0.0000,-0.3681,0.4906,0.1988,1,0,0.5500,0.4000,1.1302,-0.5802,-0.3373,0.3879,-0.2664,0.2314,-1.4500,0.0000,0.0000,0.0000
6600,0.7573,0.2902,0.3309,-0.4139,0.4486,0.3303,1.1819,0.9608,ALLOW,allow,move_above_box_with_slot_B_11,10,7,auto,0.2500,0.1063,0,0,0.1484,0,0,1,0,0.0313,0.1258,0.3309,transit,11,scripted_virtual_hand,static_occupancy_proxy,16,,,,,,left_wrist_pitch_link,0.9608,1.1819,0.2500,1.0400,1.0400,1.1819,0.2500,0.2500,0.0313,0.1258,0.3309,-0.4139,0.4486,0.3303,0.6500,0.0000,0.0000,-0.4139,0.4486,0.1903,1,0,0.5500,0.4000,1.1547,-0.6047,-0.3521,0.3237,-0.2666,0.2671,-1.4500,0.0000,0.0000,0.0000
6800,0.7572,-0.1481,0.3895,0.0000,0.0000,2.0000,999.0000,1.0725,ALLOW,allow,move_above_slot_A_12,11,7,auto,0.2500,0.1063,0,0,0.1484,0,0,1,0,-0.3777,0.5107,0.3895,reset,12,scripted_virtual_hand,static_occupancy_proxy,16,,,,,,right_wrist_pitch_link,1.0725,999.0000,0.2500,1.5974,1.5974,,0.2500,0.2500,-0.3777,0.5107,0.3895,0.0000,0.0000,2.0000,-0.3786,0.4598,0.0000,-0.3786,0.4598,0.1930,0,0,0.5500,0.3000,0.0000,0.5500,-0.3421,0.3364,-0.2669,0.2589,-1.4500,0.0000,0.0000,0.0000
7000,0.7596,0.3607,0.4027,0.3950,0.2402,0.4027,0.3040,0.9810,ALLOW,allow,move_above_box_with_slot_B_12,11,7,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,0.0152,0.1147,0.4027,transit,12,scripted_virtual_hand,static_occupancy_proxy,17,,,,,,left_wrist_pitch_link,0.9810,0.3040,0.2500,0.2425,0.2425,0.3040,0.2500,0.2500,0.0152,0.1147,0.4027,0.3950,0.2402,0.4027,0.6500,0.0000,0.0000,-0.4226,0.4476,0.1816,1,0,0.5500,0.4000,1.1623,-0.6123,-0.3429,0.3521,-0.2796,0.2616,-1.4500,0.0000,0.0000,0.0000
7200,0.8657,-0.3546,0.4666,0.0000,0.0000,2.0000,999.0000,1.2796,ALLOW,allow,move_above_slot_A_13,12,7,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,-0.4900,0.3421,0.4666,reset,13,scripted_virtual_hand,static_occupancy_proxy,18,,,,,,right_wrist_pitch_link,1.2796,999.0000,0.2500,1.6129,1.6129,,0.2500,0.2500,-0.4900,0.3421,0.4666,0.0000,0.0000,2.0000,-0.4909,0.2913,0.0000,-0.4909,0.2913,0.1960,0,0,0.5500,0.3000,0.0000,0.5500,-0.3988,0.3096,-0.2722,0.2671,-1.4500,0.0000,0.0000,0.0000
7400,0.8677,0.1462,0.4624,0.4351,0.1413,0.4624,0.3526,1.1270,ALLOW,allow,move_above_box_with_slot_B_13,12,7,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,0.0351,0.1368,0.4624,transit,13,scripted_virtual_hand,static_occupancy_proxy,19,,,,,,left_wrist_pitch_link,1.1270,0.3526,0.2500,0.2910,0.2910,0.3526,0.2500,0.2500,0.0351,0.1368,0.4624,0.4351,0.1413,0.4624,0.6500,0.0000,0.0000,-0.3999,0.4734,0.1957,1,0,0.5500,0.4000,1.1516,-0.6016,-0.3352,0.3754,-0.2673,0.2462,-1.4500,0.0000,0.0000,0.0000
