episode_id,total_steps,policy_steps,parts_placed,parts_total,task_completed,g1_fell,g1_root_z_min,g1_root_z_final,g1_spawn_requested_x,g1_spawn_requested_y,g1_spawn_requested_yaw,g1_root_initial_x,g1_root_initial_y,g1_root_initial_z,g1_root_x,g1_root_y,g1_root_z,g1_tilt_rad,g1_tilt_rad_max,spawn_pose_error,tier0_stop_count,slowdown_count,replan_count,stuck_count,d_stop_caused,d_slow_caused,d_replan_caused,d_knock_off,footstep_count,collision_count,collision_episode_count,raw_collision_frame_count,robot_object_collision_count,proxy_physical_contact_count,object_drop_count,object_drop_frame_count,min_g1_ur10e_distance_m,min_surface_distance_m,mean_g1_ur10e_distance_m,last_gate_decision,last_gate_trigger,last_gate_distance,last_closest_body,f_consecutive_stop_max,f_replan_success,f_replan_failure_reason,h_vlm_action,h_vlm_latency_ms,h_vlm_reason,disturbance_source,disturbance_scenario,disturbance_attempt_id,gate_trigger_source,replan_trigger_source,closest_g1_body,dist_min_g1_body,dist_min_proxy,progress_after_retreat,policy_steps_after_retreat,parts_placed_after_retreat,retreat_attempt_count,recovered_attempt_count,transit_min_proxy_distance,transit_slow_count,transit_consecutive_slow_max,transit_replan_count
0,10410,9455,20,20,True,False,-0.3010997176170349,-0.26089009642601013,-1.45,0.0,0.0,-1.4500000476837158,0.0,-0.25,-0.33633363246917725,0.4126695990562439,-0.26089009642601013,0.26328536094438315,0.3695225720193844,4.768371586472142e-08,108,247,7,0,5,12,7,0,12746,0,0,0,0,0,0,0,0.7946617007255554,0.04296024560928342,1.161982854951699,ALLOW,allow,0.6677268409729005,virtual_hand,20,False,,,0.0,,scripted_virtual_hand,static_occupancy_proxy,28,,,left_wrist_pitch_link,0.7116150212287903,0.04296024560928342,True,9254,20,7,7,0.04296024560928342,66,5,7
