episode_id,total_steps,policy_steps,parts_placed,parts_total,task_completed,g1_fell,g1_root_z_min,g1_root_z_final,g1_spawn_requested_x,g1_spawn_requested_y,g1_spawn_requested_yaw,g1_root_initial_x,g1_root_initial_y,g1_root_initial_z,g1_root_x,g1_root_y,g1_root_z,g1_tilt_rad,g1_tilt_rad_max,spawn_pose_error,tier0_stop_count,slowdown_count,replan_count,stuck_count,d_stop_caused,d_slow_caused,d_replan_caused,d_knock_off,footstep_count,collision_count,collision_episode_count,raw_collision_frame_count,robot_object_collision_count,proxy_physical_contact_count,object_drop_count,object_drop_frame_count,min_g1_ur10e_distance_m,min_surface_distance_m,mean_g1_ur10e_distance_m,last_gate_decision,last_gate_trigger,last_gate_distance,last_closest_body,f_consecutive_stop_max,f_replan_success,f_replan_failure_reason,h_vlm_action,h_vlm_latency_ms,h_vlm_reason,disturbance_source,disturbance_scenario,disturbance_attempt_id,gate_trigger_source,replan_trigger_source,closest_g1_body,dist_min_g1_body,dist_min_proxy,progress_after_retreat,policy_steps_after_retreat,parts_placed_after_retreat,retreat_attempt_count,recovered_attempt_count,transit_min_proxy_distance,transit_slow_count,transit_consecutive_slow_max,transit_replan_count
0,8024,7420,20,20,True,False,-0.2800232172012329,-0.2589985132217407,nan,nan,nan,-1.470876932144165,0.015789762139320374,-0.25,-0.4219401180744171,-0.16242669522762299,-0.2589985132217407,0.2809794242790933,0.35929023361023316,nan,0,4,0,0,0,0,0,0,9695,0,0,0,0,0,0,0,0.8341881036758423,0.7741512012481689,1.1869853472082708,ALLOW,allow,1.2724093151092528,left_wrist_pitch_link,1,False,,,0.0,,g1_body,baseline_safe,0,,,left_wrist_pitch_link,0.7741512012481689,inf,False,0,0,0,0,inf,0,0,0
