step,ee_x,ee_y,ee_z,hand_x,hand_y,hand_z,hand_dist_surface,g1_body_dist,gate,gate_trigger,stage,parts_placed,replan_count,replan_strategy,replan_raise_m,replan_lateral_m,grasp_rewinds,carry_aborted,min_part_z,parts_below_table,deadlock_tier,vhand_retreated,vhand_block_active,sphere_x,sphere_y,sphere_z,protocol_phase,protocol_part,disturbance_source,disturbance_scenario,disturbance_attempt_id,gate_trigger_source,replan_trigger_source,replan_trigger_step,replan_event_id,replan_applied_step,closest_g1_body,dist_min_g1_body,dist_min_proxy,warn_threshold_active,dist_min_for_gating,dist_min_envelope,dist_min_held,safe_dist_hard_stop_active,safe_dist_warn_active,proxy_center_x,proxy_center_y,proxy_center_z,proxy_surface_x,proxy_surface_y,proxy_surface_z,attractor_x,attractor_y,attractor_z,g1_head_x,g1_head_y,g1_head_z,reach_clamped,slow_streak_length,reach_radius_active,proxy_radius_active,head_to_attractor_distance,reach_margin,g1_root_x,g1_root_y,g1_root_z,g1_tilt_rad,g1_spawn_requested_x,g1_spawn_requested_y,g1_spawn_requested_yaw,spawn_pose_error
2000,0.6396,0.1450,0.3000,-0.2855,0.1430,-0.1432,0.8958,0.8958,ALLOW,allow,open_gripper_to_release_slot_B_5,4,0,,0.0000,0.0000,0,0,0.1483,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,left_wrist_pitch_link,0.8958,inf,0.3003,0.8958,0.8958,,0.0650,0.3003,0.0000,0.0000,0.0000,-0.2855,0.1430,-0.1432,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3882,-0.0209,-0.2689,0.3013,,,,
2200,0.6354,-0.2785,0.5132,-0.2850,-0.1541,-0.1299,0.9997,0.9997,ALLOW,allow,grasp_slot_A_6,5,0,,0.0000,0.0000,0,0,0.1483,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,right_wrist_pitch_link,0.9997,inf,0.1000,0.9764,0.9764,0.9997,0.0650,0.1000,0.0000,0.0000,0.0000,-0.2850,-0.1541,-0.1299,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3920,0.0001,-0.2576,0.3043,,,,
2400,0.6396,0.2150,0.3000,-0.2860,0.1777,-0.1147,0.8850,0.8850,ALLOW,allow,open_gripper_to_release_slot_B_6,5,0,,0.0000,0.0000,0,0,0.1483,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,left_wrist_pitch_link,0.8850,inf,0.3003,0.8850,0.8850,,0.0650,0.3003,0.0000,0.0000,0.0000,-0.2860,0.1777,-0.1147,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3928,0.0326,-0.2601,0.3101,,,,
2600,0.6348,-0.2083,0.5081,-0.2853,-0.0066,-0.1269,1.0060,1.0060,ALLOW,allow,grasp_slot_A_7,6,0,,0.0000,0.0000,0,0,0.1485,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,right_wrist_pitch_link,1.0060,inf,0.1000,0.9829,0.9829,1.0060,0.0650,0.1000,0.0000,0.0000,0.0000,-0.2853,-0.0066,-0.1269,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3915,0.1391,-0.2680,0.3269,,,,
2800,0.6396,0.2850,0.3000,-0.2849,0.0252,-0.1574,0.9337,0.9337,ALLOW,allow,open_gripper_to_release_slot_B_7,6,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,left_wrist_pitch_link,0.9337,inf,0.3003,0.9337,0.9337,,0.0650,0.3003,0.0000,0.0000,0.0000,-0.2849,0.0252,-0.1574,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3823,-0.1493,-0.2691,0.3357,,,,
3000,0.6341,-0.1390,0.5027,-0.2848,-0.2242,-0.1097,0.9776,0.9776,ALLOW,allow,grasp_slot_A_8,7,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,right_wrist_pitch_link,0.9776,inf,0.1000,0.9546,0.9546,0.9776,0.0650,0.1000,0.0000,0.0000,0.0000,-0.2848,-0.2242,-0.1097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3904,-0.0842,-0.2598,0.2944,,,,
3200,0.6396,0.3550,0.3000,-0.2855,0.0981,-0.1327,0.9232,0.9232,ALLOW,allow,open_gripper_to_release_slot_B_8,7,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,left_wrist_pitch_link,0.9232,inf,0.3001,0.9232,0.9232,,0.0650,0.3001,0.0000,0.0000,0.0000,-0.2855,0.0981,-0.1327,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3915,-0.0556,-0.2659,0.2871,,,,
3400,0.7464,-0.3496,0.4949,-0.2849,-0.1173,-0.1210,1.0934,1.0934,ALLOW,allow,grasp_slot_A_9,8,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,right_wrist_pitch_link,1.0934,inf,0.1000,1.0714,1.0714,1.0934,0.0650,0.1000,0.0000,0.0000,0.0000,-0.2849,-0.1173,-0.1210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3919,0.0152,-0.2688,0.2884,,,,
3600,0.7500,0.1450,0.3000,-0.2849,0.1906,-0.1073,0.9831,0.9831,ALLOW,allow,open_gripper_to_release_slot_B_9,8,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,left_wrist_pitch_link,0.9831,inf,0.3001,0.9831,0.9831,,0.0650,0.3001,0.0000,0.0000,0.0000,-0.2849,0.1906,-0.1073,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3923,0.0513,-0.2579,0.3041,,,,
3800,0.7459,-0.2792,0.4899,-0.2916,-0.0182,-0.1288,1.1058,1.1058,ALLOW,allow,grasp_slot_A_10,9,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,right_wrist_pitch_link,1.1058,inf,0.1000,1.0839,1.0839,1.1058,0.0650,0.1000,0.0000,0.0000,0.0000,-0.2916,-0.0182,-0.1288,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3987,0.1277,-0.2666,0.3274,,,,
4000,0.7500,0.2150,0.3000,-0.2928,0.0744,-0.1534,1.0158,1.0158,ALLOW,allow,open_gripper_to_release_slot_B_10,9,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,left_wrist_pitch_link,1.0158,inf,0.3001,1.0158,1.0158,,0.0650,0.3001,0.0000,0.0000,0.0000,-0.2928,0.0744,-0.1534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.4115,-0.0884,-0.2629,0.3319,,,,
4200,0.7453,-0.2087,0.4850,-0.2848,-0.2426,-0.1064,1.0583,1.0583,ALLOW,allow,grasp_slot_A_11,10,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,right_wrist_pitch_link,1.0583,inf,0.1000,1.0364,1.0364,1.0583,0.0650,0.1000,0.0000,0.0000,0.0000,-0.2848,-0.2426,-0.1064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3866,-0.1144,-0.2666,0.3079,,,,
4400,0.7499,0.2852,0.3003,-0.2853,0.1757,-0.1445,1.0020,1.0020,ALLOW,allow,open_gripper_to_release_slot_B_11,10,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,left_wrist_pitch_link,1.0020,inf,0.3001,1.0020,1.0020,,0.0650,0.3001,0.0000,0.0000,0.0000,-0.2853,0.1757,-0.1445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3864,0.0151,-0.2678,0.3064,,,,
4600,0.7447,-0.1390,0.4798,-0.2849,-0.1416,-0.1317,1.0675,1.0675,ALLOW,allow,grasp_slot_A_12,11,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,right_wrist_pitch_link,1.0675,inf,0.1000,1.0454,1.0454,1.0675,0.0650,0.1000,0.0000,0.0000,0.0000,-0.2849,-0.1416,-0.1317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3903,0.0095,-0.2622,0.3089,,,,
4800,0.7497,0.3552,0.3013,-0.2881,0.1820,-0.1023,0.9969,0.9969,ALLOW,allow,open_gripper_to_release_slot_B_12,11,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,left_wrist_pitch_link,0.9969,inf,0.3004,0.9969,0.9969,,0.0650,0.3004,0.0000,0.0000,0.0000,-0.2881,0.1820,-0.1023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3911,0.0420,-0.2576,0.3202,,,,
5000,0.8564,-0.3482,0.4747,-0.2919,-0.0264,-0.1294,1.2069,1.2069,ALLOW,allow,grasp_slot_A_13,12,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,right_wrist_pitch_link,1.2069,inf,0.1000,1.1859,1.1859,1.2069,0.0650,0.1000,0.0000,0.0000,0.0000,-0.2919,-0.0264,-0.1294,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3987,0.1277,-0.2589,0.3222,,,,
5200,0.8605,0.1450,0.2999,-0.2852,0.0547,-0.1271,1.0960,1.0960,ALLOW,allow,open_gripper_to_release_slot_B_13,12,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,right_wrist_pitch_link,1.0960,inf,0.1000,1.0960,1.0960,,0.0650,0.1000,0.0000,0.0000,0.0000,-0.2852,0.0547,-0.1271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3904,0.2031,-0.2676,0.3211,,,,
5400,0.8558,-0.2786,0.4697,-0.2940,-0.2170,-0.0953,1.1525,1.1525,ALLOW,allow,grasp_slot_A_14,13,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,right_wrist_pitch_link,1.1525,inf,0.1000,1.1318,1.1318,1.1525,0.0650,0.1000,0.0000,0.0000,0.0000,-0.2940,-0.2170,-0.0953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3918,-0.0902,-0.2632,0.3352,,,,
5600,0.8605,0.2150,0.2998,-0.2850,0.1288,-0.1363,1.0987,1.0987,ALLOW,allow,open_gripper_to_release_slot_B_14,13,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,left_wrist_pitch_link,1.0987,inf,0.1000,1.0987,1.0987,,0.0650,0.1000,0.0000,0.0000,0.0000,-0.2850,0.1288,-0.1363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3898,-0.0268,-0.2612,0.2928,,,,
5800,0.8551,-0.2079,0.4602,-0.2840,-0.1374,-0.1201,1.1504,1.1504,ALLOW,allow,grasp_slot_A_15,14,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,right_wrist_pitch_link,1.1504,inf,0.1000,1.1294,1.1294,1.1504,0.0650,0.1000,0.0000,0.0000,0.0000,-0.2840,-0.1374,-0.1201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3885,-0.0065,-0.2708,0.3181,,,,
6000,0.8605,0.2851,0.2997,-0.2855,0.1870,-0.1262,1.0965,1.0965,ALLOW,allow,open_gripper_to_release_slot_B_15,14,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,left_wrist_pitch_link,1.0965,inf,0.1000,1.0965,1.0965,,0.0650,0.1000,0.0000,0.0000,0.0000,-0.2855,0.1870,-0.1262,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3884,0.0386,-0.2668,0.3217,,,,
6200,0.8545,-0.1386,0.4552,-0.2849,-0.0967,-0.1324,1.1527,1.1527,ALLOW,allow,grasp_slot_A_16,15,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,right_wrist_pitch_link,1.1527,inf,0.1000,1.1316,1.1316,1.1527,0.0650,0.1000,0.0000,0.0000,0.0000,-0.2849,-0.0967,-0.1324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3920,0.0590,-0.2594,0.3088,,,,
6400,0.8601,0.3552,0.3016,-0.2890,0.2314,-0.1353,1.1055,1.1055,ALLOW,allow,open_gripper_to_release_slot_B_16,15,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,left_wrist_pitch_link,1.1055,inf,0.3007,1.1055,1.1055,,0.0650,0.3007,0.0000,0.0000,0.0000,-0.2890,0.2314,-0.1353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3947,0.0752,-0.2653,0.3237,,,,
6600,0.9670,-0.3483,0.4516,-0.2866,-0.1198,-0.1028,1.2596,1.2596,ALLOW,allow,grasp_slot_A_17,16,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,right_wrist_pitch_link,1.2596,inf,0.1000,1.2397,1.2397,1.2596,0.0650,0.1000,0.0000,0.0000,0.0000,-0.2866,-0.1198,-0.1028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3932,0.0089,-0.2602,0.3034,,,,
6800,0.9708,0.1453,0.2998,-0.2845,0.2094,-0.1478,1.2043,1.2043,ALLOW,allow,open_gripper_to_release_slot_B_17,16,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,left_wrist_pitch_link,1.2043,inf,0.1000,1.2043,1.2043,,0.0650,0.1000,0.0000,0.0000,0.0000,-0.2845,0.2094,-0.1478,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3850,0.0523,-0.2666,0.3061,,,,
7000,0.9669,-0.2790,0.4410,-0.2846,-0.0379,-0.1162,1.2610,1.2610,ALLOW,allow,grasp_slot_A_18,17,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,right_wrist_pitch_link,1.2610,inf,0.1000,1.2410,1.2410,1.2610,0.0650,0.1000,0.0000,0.0000,0.0000,-0.2846,-0.0379,-0.1162,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3876,0.0976,-0.2670,0.3044,,,,
7200,0.9708,0.2153,0.3002,-0.2877,0.2776,-0.1253,1.1999,1.1999,ALLOW,allow,open_gripper_to_release_slot_B_18,17,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,left_wrist_pitch_link,1.1999,inf,0.1000,1.1999,1.1999,,0.0650,0.1000,0.0000,0.0000,0.0000,-0.2877,0.2776,-0.1253,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3871,0.1304,-0.2677,0.3244,,,,
7400,0.9667,-0.2094,0.4357,-0.2844,-0.1664,-0.1213,1.2401,1.2401,ALLOW,allow,grasp_slot_A_19,18,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,right_wrist_pitch_link,1.2401,inf,0.1000,1.2201,1.2201,1.2401,0.0650,0.1000,0.0000,0.0000,0.0000,-0.2844,-0.1664,-0.1213,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3927,-0.0421,-0.2677,0.3136,,,,
7600,0.9707,0.2853,0.3001,-0.2859,0.1233,-0.1219,1.2054,1.2054,ALLOW,allow,open_gripper_to_release_slot_B_19,18,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,left_wrist_pitch_link,1.2054,inf,0.3008,1.2054,1.2054,,0.0650,0.3008,0.0000,0.0000,0.0000,-0.2859,0.1233,-0.1219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3922,-0.0254,-0.2632,0.3188,,,,
7800,0.9667,-0.1397,0.4299,-0.2871,0.0109,-0.1275,1.2504,1.2504,ALLOW,allow,grasp_slot_A_20,19,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,right_wrist_pitch_link,1.2504,inf,0.1000,1.2304,1.2304,1.2504,0.0650,0.1000,0.0000,0.0000,0.0000,-0.2871,0.0109,-0.1275,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3906,0.1571,-0.2699,0.3343,,,,
8000,0.9707,0.3552,0.3001,-0.2890,0.0352,-0.1583,1.2482,1.2482,ALLOW,allow,open_gripper_to_release_slot_B_20,19,0,,0.0000,0.0000,0,0,0.1484,0,0,0,0,0.0000,0.0000,0.0000,none,0,g1_body,baseline_safe,0,,,,,,left_wrist_pitch_link,1.2482,inf,0.3010,1.2482,1.2482,,0.0650,0.3010,0.0000,0.0000,0.0000,-0.2890,0.0352,-0.1583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,-0.3961,-0.1338,-0.2675,0.3364,,,,
