step,ee_x,ee_y,ee_z,hand_x,hand_y,hand_z,hand_dist_surface,g1_body_dist,gate,gate_trigger,stage,parts_placed,replan_count,replan_strategy,replan_raise_m,replan_lateral_m,grasp_rewinds,carry_aborted,min_part_z,parts_below_table,deadlock_tier,vhand_retreated,vhand_block_active,sphere_x,sphere_y,sphere_z,protocol_phase,protocol_part,disturbance_source,disturbance_scenario,disturbance_attempt_id,gate_trigger_source,replan_trigger_source,replan_trigger_step,replan_event_id,replan_applied_step,closest_g1_body,dist_min_g1_body,dist_min_proxy,warn_threshold_active,dist_min_for_gating,dist_min_envelope,dist_min_held,safe_dist_hard_stop_active,safe_dist_warn_active,proxy_center_x,proxy_center_y,proxy_center_z,proxy_surface_x,proxy_surface_y,proxy_surface_z,attractor_x,attractor_y,attractor_z,g1_head_x,g1_head_y,g1_head_z,reach_clamped,slow_streak_length,reach_radius_active,proxy_radius_active,head_to_attractor_distance,reach_margin,g1_root_x,g1_root_y,g1_root_z,g1_tilt_rad,g1_spawn_requested_x,g1_spawn_requested_y,g1_spawn_requested_yaw,spawn_pose_error
6000,0.6769,0.2875,0.6461,0.0000,0.0000,2.0000,999.0000,1.2111,ALLOW,allow,lift_after_releasing_slot_B_12,11,4,auto,0.2500,0.1318,0,0,0.1484,0,0,0,1,-0.4329,-0.4453,0.6461,reset,12,scripted_virtual_hand,static_occupancy_proxy,16,,,,,,left_wrist_pitch_link,1.2111,999.0000,0.2500,1.3659,1.3659,,0.2500,0.2500,-0.4329,-0.4453,0.6461,0.0000,0.0000,2.0000,-0.4336,-0.5231,0.0000,-0.4336,-0.5231,0.1869,0,0,0.5500,0.3000,0.0000,0.5500,-0.3575,-0.4035,-0.2696,0.2744,-1.4500,0.0000,0.0000,0.0000
6200,0.8531,-0.3248,0.5739,0.3623,-0.1920,0.5739,0.4285,1.1517,ALLOW,allow,lift_slot_A_13,12,4,auto,0.2500,0.1318,0,0,0.1484,0,0,0,1,-0.0238,-0.0875,0.5739,transit,13,scripted_virtual_hand,static_occupancy_proxy,17,,,,,,right_wrist_pitch_link,1.1517,0.4285,0.3183,0.3668,0.3668,0.4285,0.2500,0.3183,-0.0238,-0.0875,0.5739,0.3623,-0.1920,0.5739,0.6500,0.0000,0.0000,-0.4247,-0.4641,0.2002,1,0,0.5500,0.4000,1.1706,-0.6206,-0.3551,-0.3945,-0.2674,0.2459,-1.4500,0.0000,0.0000,0.0000
6400,0.8686,0.1304,0.5284,0.0000,0.0000,2.0000,999.0000,1.2308,SLOW_DOWN,dynamic_ttc_warning: 0.849s,lift_after_releasing_slot_B_13,12,4,auto,0.2500,0.1318,0,0,0.1484,0,0,0,1,-0.3612,-0.3820,0.5284,reset,13,scripted_virtual_hand,static_occupancy_proxy,17,,,,,,left_wrist_pitch_link,1.2308,999.0000,0.5000,1.5358,1.5358,,0.2500,0.5000,-0.3612,-0.3820,0.5284,0.0000,0.0000,2.0000,-0.3932,-0.4850,0.0000,-0.3932,-0.4850,0.2042,0,0,0.5500,0.3000,0.0000,0.5500,-0.3355,-0.3827,-0.2590,0.2617,-1.4500,0.0000,0.0000,0.0000
6600,0.8576,-0.2805,0.5262,0.1770,-0.2283,0.5262,0.6027,1.1393,ALLOW,allow,grasp_slot_A_14,13,4,auto,0.2500,0.1318,0,0,0.1484,0,0,0,1,0.0972,-0.2222,0.5262,pick,14,scripted_virtual_hand,static_occupancy_proxy,17,,,,,,right_wrist_pitch_link,1.1393,0.6027,0.2500,0.5409,0.5409,0.6027,0.2500,0.2500,0.0972,-0.2222,0.5262,0.1770,-0.2283,0.5262,0.8663,-0.2882,0.0000,-0.4163,-0.4191,0.1863,1,0,0.5500,0.0800,1.2893,-0.7393,-0.3432,-0.3264,-0.2767,0.2825,-1.4500,0.0000,0.0000,0.0000
6800,0.8604,0.2150,0.3001,0.0415,0.0152,0.3001,0.7630,1.1459,ALLOW,allow,open_gripper_to_release_slot_B_14,13,4,auto,0.2500,0.1318,0,0,0.1484,0,0,0,1,-0.0363,-0.0038,0.3001,place,14,scripted_virtual_hand,static_occupancy_proxy,18,,,,,,left_wrist_pitch_link,1.1459,0.7630,0.3001,0.7430,0.7430,,0.2500,0.3001,-0.0363,-0.0038,0.3001,0.0415,0.0152,0.3001,0.8683,0.2182,0.0000,-0.4252,-0.3927,0.2025,1,0,0.5500,0.0800,1.4304,-0.8804,-0.3494,-0.3250,-0.2642,0.2777,-1.4500,0.0000,0.0000,0.0000
7000,0.8554,-0.2091,0.4695,0.1582,-0.1746,0.4695,0.6180,1.1250,ALLOW,allow,grasp_slot_A_15,14,4,auto,0.2500,0.1318,0,0,0.1484,0,0,0,1,0.0783,-0.1707,0.4695,pick,15,scripted_virtual_hand,static_occupancy_proxy,18,,,,,,right_wrist_pitch_link,1.1250,0.6180,0.2500,0.5562,0.5562,0.6180,0.2500,0.2500,0.0783,-0.1707,0.4695,0.1582,-0.1746,0.4695,0.8666,-0.2178,0.0000,-0.4182,-0.4073,0.1945,1,0,0.5500,0.0800,1.2987,-0.7487,-0.3547,-0.3185,-0.2704,0.2964,-1.4500,0.0000,0.0000,0.0000
7200,0.8605,0.2850,0.2998,0.0407,-0.0329,0.2998,0.7993,1.1997,ALLOW,allow,open_gripper_to_release_slot_B_15,14,4,auto,0.2500,0.1318,0,0,0.1484,0,0,0,1,-0.0339,-0.0618,0.2998,place,15,scripted_virtual_hand,static_occupancy_proxy,19,,,,,,left_wrist_pitch_link,1.1997,0.7993,0.3001,0.7793,0.7793,,0.2500,0.3001,-0.0339,-0.0618,0.2998,0.0407,-0.0329,0.2998,0.8678,0.2898,0.0000,-0.4228,-0.4507,0.1963,1,0,0.5500,0.0800,1.4879,-0.9379,-0.3601,-0.3783,-0.2716,0.2721,-1.4500,0.0000,0.0000,0.0000
7400,0.8558,-0.1396,0.4198,0.1250,-0.1522,0.4198,0.6510,1.1189,ALLOW,allow,grasp_slot_A_16,15,4,auto,0.2500,0.1318,0,0,0.1484,0,0,0,1,0.0450,-0.1536,0.4198,pick,16,scripted_virtual_hand,static_occupancy_proxy,19,,,,,,right_wrist_pitch_link,1.1189,0.6510,0.2500,0.5892,0.5892,0.6510,0.2500,0.2500,0.0450,-0.1536,0.4198,0.1250,-0.1522,0.4198,0.8669,-0.1474,0.0000,-0.4014,-0.4750,0.1995,1,0,0.5500,0.0800,1.3099,-0.7599,-0.3561,-0.3921,-0.2688,0.2491,-1.4500,0.0000,0.0000,0.0000
7600,0.8603,0.3554,0.3002,0.0361,-0.0360,0.3002,0.8323,1.2120,ALLOW,allow,open_gripper_to_release_slot_B_16,15,4,auto,0.2500,0.1318,0,0,0.1484,0,0,0,1,-0.0361,-0.0703,0.3002,place,16,scripted_virtual_hand,static_occupancy_proxy,20,,,,,,left_wrist_pitch_link,1.2120,0.8323,0.3002,0.8124,0.8124,,0.2500,0.3002,-0.0361,-0.0703,0.3002,0.0361,-0.0360,0.3002,0.8676,0.3603,0.0000,-0.4250,-0.4592,0.1934,1,0,0.5500,0.0800,1.5305,-0.9805,-0.3388,-0.3692,-0.2681,0.2591,-1.4500,0.0000,0.0000,0.0000
7800,0.9728,-0.3548,0.3458,0.1944,-0.2898,0.3458,0.7011,1.1332,ALLOW,allow,grasp_slot_A_17,16,4,auto,0.2500,0.1318,0,0,0.1484,0,0,0,1,0.1147,-0.2831,0.3458,pick,17,scripted_virtual_hand,static_occupancy_proxy,20,,,,,,right_wrist_pitch_link,1.1332,0.7011,0.2500,0.6393,0.6393,0.7011,0.2500,0.2500,0.1147,-0.2831,0.3458,0.1944,-0.2898,0.3458,0.9765,-0.3579,0.0000,-0.4154,-0.4299,0.1920,1,0,0.5500,0.0800,1.3938,-0.8438,-0.3401,-0.3402,-0.2712,0.2773,-1.4500,0.0000,0.0000,0.0000
8000,0.9712,0.1453,0.3005,0.0667,-0.1114,0.3005,0.8603,1.2631,ALLOW,allow,open_gripper_to_release_slot_B_17,16,4,auto,0.2500,0.1318,0,0,0.1484,0,0,0,1,-0.0103,-0.1332,0.3005,place,17,scripted_virtual_hand,static_occupancy_proxy,21,,,,,,left_wrist_pitch_link,1.2631,0.8603,0.3048,0.8403,0.8403,,0.2500,0.3048,-0.0103,-0.1332,0.3005,0.0667,-0.1114,0.3005,0.9782,0.1487,0.0000,-0.3992,-0.5221,0.1980,1,0,0.5500,0.0800,1.5321,-0.9821,-0.3516,-0.4386,-0.2699,0.2421,-1.4500,0.0000,0.0000,0.0000
8200,0.9706,-0.2850,0.3018,0.1895,-0.2302,0.3018,0.7030,1.1246,ALLOW,allow,grasp_slot_A_18,17,4,auto,0.2500,0.1318,0,0,0.1484,0,0,0,1,0.1097,-0.2247,0.3018,pick,18,scripted_virtual_hand,static_occupancy_proxy,21,,,,,,right_wrist_pitch_link,1.1246,0.7030,0.2500,0.6412,0.6412,0.7030,0.2500,0.2500,0.1097,-0.2247,0.3018,0.1895,-0.2302,0.3018,0.9765,-0.2876,0.0000,-0.4021,-0.4261,0.1957,1,0,0.5500,0.0800,1.3856,-0.8356,-0.3471,-0.3328,-0.2695,0.2701,-1.4500,0.0000,0.0000,0.0000
8400,0.9709,0.2199,0.2975,0.0415,-0.0028,0.2975,0.8757,1.2476,ALLOW,allow,open_gripper_to_release_slot_B_18,17,4,auto,0.2500,0.1318,0,0,0.1484,0,0,0,1,-0.0363,-0.0215,0.2975,place,18,scripted_virtual_hand,static_occupancy_proxy,22,,,,,,left_wrist_pitch_link,1.2476,0.8757,0.2500,0.8556,0.8556,,0.2500,0.2500,-0.0363,-0.0215,0.2975,0.0415,-0.0028,0.2975,0.9783,0.2190,0.0000,-0.4252,-0.4104,0.1931,1,0,0.5500,0.0800,1.5382,-0.9882,-0.3443,-0.3283,-0.2705,0.2933,-1.4500,0.0000,0.0000,0.0000
8600,0.9712,-0.2155,0.2982,0.1531,-0.1779,0.2982,0.7390,1.1347,ALLOW,allow,descend_to_slot_A_19,18,4,auto,0.2500,0.1318,0,0,0.1484,0,0,0,1,0.0732,-0.1743,0.2982,pick,19,scripted_virtual_hand,static_occupancy_proxy,22,,,,,,right_wrist_pitch_link,1.1347,0.7390,0.2500,0.7190,0.7190,,0.2500,0.2500,0.0732,-0.1743,0.2982,0.1531,-0.1779,0.2982,0.9767,-0.2173,0.0000,-0.4116,-0.4341,0.2000,1,0,0.5500,0.0800,1.4051,-0.8551,-0.3418,-0.3608,-0.2669,0.2651,-1.4500,0.0000,0.0000,0.0000
8800,0.9705,0.2897,0.2985,0.0622,-0.0199,0.2985,0.8796,1.2800,ALLOW,allow,descend_to_box_with_slot_B_19,18,4,auto,0.2500,0.1318,0,0,0.1484,0,0,0,1,-0.0135,-0.0457,0.2985,place,19,scripted_virtual_hand,static_occupancy_proxy,23,,,,,,left_wrist_pitch_link,1.2800,0.8796,0.3049,0.8178,0.8178,0.8796,0.2500,0.3049,-0.0135,-0.0457,0.2985,0.0622,-0.0199,0.2985,0.9782,0.2892,0.0000,-0.4024,-0.4347,0.1996,1,0,0.5500,0.0800,1.5589,-1.0089,-0.3423,-0.3664,-0.2694,0.2367,-1.4500,0.0000,0.0000,0.0000
9000,0.9701,-0.1441,0.3016,0.1329,-0.1571,0.3016,0.7573,1.1446,ALLOW,allow,descend_to_slot_A_20,19,4,auto,0.2500,0.1318,0,0,0.1484,0,0,0,1,0.0529,-0.1583,0.3016,pick,20,scripted_virtual_hand,static_occupancy_proxy,23,,,,,,right_wrist_pitch_link,1.1446,0.7573,0.2500,0.7374,0.7374,,0.2500,0.2500,0.0529,-0.1583,0.3016,0.1329,-0.1571,0.3016,0.9769,-0.1469,0.0000,-0.3821,-0.4948,0.2025,1,0,0.5500,0.0800,1.4029,-0.8529,-0.3352,-0.3817,-0.2593,0.2781,-1.4500,0.0000,0.0000,0.0000
9200,0.9707,0.3598,0.2985,0.0698,-0.0377,0.2985,0.9046,1.3108,ALLOW,allow,descend_to_box_with_slot_B_20,19,4,auto,0.2500,0.1318,0,0,0.1484,0,0,0,1,-0.0034,-0.0700,0.2985,place,20,scripted_virtual_hand,static_occupancy_proxy,24,,,,,,left_wrist_pitch_link,1.3108,0.9046,0.3046,0.8428,0.8428,0.9046,0.2500,0.3046,-0.0034,-0.0700,0.2985,0.0698,-0.0377,0.2985,0.9781,0.3597,0.0000,-0.3923,-0.4589,0.2009,1,0,0.5500,0.0800,1.5963,-1.0463,-0.3372,-0.3803,-0.2671,0.2436,-1.4500,0.0000,0.0000,0.0000
