sim_step,event_type,attempt_id,event_id,trigger_rule,trigger_source,applied_step,protocol_phase,stage_name,dist_m,warn_threshold,dist_min_for_gating,dist_min_envelope,dist_min_held,safe_dist_hard_stop_active,safe_dist_warn_active,slow_streak_length,ee_x,ee_y,ee_z,proxy_center_x,proxy_center_y,proxy_center_z,proxy_surface_x,proxy_surface_y,proxy_surface_z,attractor_x,attractor_y,attractor_z,g1_head_x,g1_head_y,g1_head_z,reach_clamped,reach_radius_active,proxy_radius_active,head_to_attractor_distance,reach_margin
1573,retreat,3,3,replan,scripted_virtual_hand,1573,transit,lift_slot_A_3,0.0000,0.2500,0.0000,0.0000,0.0000,0.2500,0.2500,,0.5243,-0.2071,0.5578,0.0594,-0.1534,0.5578,0.4568,-0.1993,0.5578,0.6500,0.0000,0.0000,-0.4167,-0.4288,0.2053,1,0.5500,0.4000,1.1496,-0.5996
2158,redeploy,3,,protocol,scripted_virtual_hand,,pick,descend_to_slot_A_4,1.5513,0.2500,1.5513,1.5513,,0.2500,0.2500,,0.5374,-0.1504,0.3068,-0.4056,-0.4978,0.3122,-0.2838,-0.1948,-0.1123,0.5374,-0.1504,0.0000,-0.4062,-0.4474,0.1953,0,0.5500,0.0800,0.9892,-0.4392
2259,trigger,4,,held_critical,scripted_virtual_hand,,transit,lift_slot_A_4,0.0000,0.2500,0.0000,0.0000,0.0586,0.2500,0.2500,,0.5236,-0.1376,0.5578,-0.0072,-0.2285,0.5578,0.3870,-0.1610,0.5578,0.6500,0.0000,0.0000,-0.4805,-0.5088,0.1887,1,0.5500,0.4000,1.2397,-0.6897
2259,applied,4,4,held_critical,scripted_virtual_hand,2259,transit,lift_slot_A_4,0.0000,0.2500,0.0000,0.0000,0.0586,0.2500,0.2500,,0.5236,-0.1376,0.5578,-0.0072,-0.2285,0.5578,0.3870,-0.1610,0.5578,0.6500,0.0000,0.0000,-0.4805,-0.5088,0.1887,1,0.5500,0.4000,1.2397,-0.6897
2259,retreat,4,4,replan,scripted_virtual_hand,2259,transit,lift_slot_A_4,0.0000,0.2500,0.0000,0.0000,0.0586,0.2500,0.2500,,0.5236,-0.1376,0.5578,-0.0072,-0.2285,0.5578,0.3870,-0.1610,0.5578,0.6500,0.0000,0.0000,-0.4805,-0.5088,0.1887,1,0.5500,0.4000,1.2397,-0.6897
2789,redeploy,4,,protocol,scripted_virtual_hand,,pick,descend_to_slot_A_5,1.6517,0.2500,1.6517,1.6517,,0.2500,0.2500,,0.6455,-0.3604,0.3080,-0.3955,-0.4024,0.3135,-0.1377,-0.5108,-0.1513,0.6455,-0.3604,0.0000,-0.3961,-0.4802,0.1952,0,0.5500,0.0800,1.0485,-0.4985
2895,slow_streak_start,5,,slow,scripted_virtual_hand,,transit,lift_slot_A_5,0.1571,0.2805,0.1571,0.1571,0.2185,0.2500,0.2805,1,0.6351,-0.3415,0.5760,-0.0089,-0.0709,0.5760,0.3599,-0.2259,0.5760,0.6500,0.0000,0.0000,-0.4163,-0.4403,0.1957,1,0.5500,0.4000,1.1537,-0.6037
2899,slow_streak_end,5,,slow,scripted_virtual_hand,,transit,lift_slot_A_5,0.1576,0.2729,0.1576,0.1576,0.2190,0.2500,0.2729,4,0.6344,-0.3165,0.5759,-0.0148,-0.0574,0.5759,0.3567,-0.2057,0.5759,0.6500,0.0000,0.0000,-0.4190,-0.4304,0.1963,1,0.5500,0.4000,1.1524,-0.6024
3313,slow_streak_start,7,,slow,scripted_virtual_hand,,transit,lift_slot_A_6,0.1528,0.2908,0.1528,0.1528,0.2142,0.2500,0.2908,1,0.6349,-0.2574,0.5769,-0.0333,-0.0693,0.5769,0.3518,-0.1777,0.5769,0.6500,0.0000,0.0000,-0.4290,-0.4513,0.1913,1,0.5500,0.4000,1.1696,-0.6196
3314,slow_streak_end,7,,slow,scripted_virtual_hand,,transit,lift_slot_A_6,0.1534,0.2966,0.1534,0.1534,0.2147,0.2500,0.2966,1,0.6349,-0.2482,0.5762,-0.0345,-0.0622,0.5762,0.3509,-0.1693,0.5762,0.6500,0.0000,0.0000,-0.4317,-0.4426,0.1907,1,0.5500,0.4000,1.1687,-0.6187
3315,slow_streak_start,7,,slow,scripted_virtual_hand,,transit,lift_slot_A_6,0.1529,0.2902,0.1529,0.1529,0.2142,0.2500,0.2902,1,0.6348,-0.2391,0.5752,-0.0348,-0.0559,0.5752,0.3510,-0.1615,0.5752,0.6500,0.0000,0.0000,-0.4341,-0.4342,0.1900,1,0.5500,0.4000,1.1678,-0.6178
3316,slow_streak_end,7,,slow,scripted_virtual_hand,,transit,lift_slot_A_6,0.1521,0.2749,0.1521,0.1521,0.2135,0.2500,0.2749,1,0.6347,-0.2311,0.5740,-0.0349,-0.0506,0.5740,0.3513,-0.1547,0.5740,0.6500,0.0000,0.0000,-0.4365,-0.4264,0.1893,1,0.5500,0.4000,1.1672,-0.6172
4550,slow_streak_start,10,,slow,scripted_virtual_hand,,transit,lift_slot_A_9,0.2587,0.3047,0.2587,0.2587,0.3202,0.2500,0.3047,1,0.7453,-0.3380,0.5721,-0.0117,-0.0785,0.5721,0.3667,-0.2082,0.5721,0.6500,0.0000,0.0000,-0.4232,-0.4434,0.1926,1,0.5500,0.4000,1.1612,-0.6112
4554,slow_streak_end,10,,slow,scripted_virtual_hand,,transit,lift_slot_A_9,0.2740,0.2690,0.2740,0.2740,0.3355,0.2500,0.2690,4,0.7443,-0.3077,0.5762,-0.0303,-0.0526,0.5762,0.3496,-0.1777,0.5762,0.6500,0.0000,0.0000,-0.4364,-0.4235,0.1880,1,0.5500,0.4000,1.1660,-0.6160
