episode_id,total_steps,policy_steps,parts_placed,parts_total,task_completed,g1_fell,g1_root_z_min,g1_root_z_final,g1_spawn_requested_x,g1_spawn_requested_y,g1_spawn_requested_yaw,g1_root_initial_x,g1_root_initial_y,g1_root_initial_z,g1_root_x,g1_root_y,g1_root_z,g1_tilt_rad,g1_tilt_rad_max,spawn_pose_error,tier0_stop_count,slowdown_count,replan_count,stuck_count,d_stop_caused,d_slow_caused,d_replan_caused,d_knock_off,footstep_count,collision_count,collision_episode_count,raw_collision_frame_count,robot_object_collision_count,proxy_physical_contact_count,object_drop_count,object_drop_frame_count,min_g1_ur10e_distance_m,min_surface_distance_m,mean_g1_ur10e_distance_m,last_gate_decision,last_gate_trigger,last_gate_distance,last_closest_body,f_consecutive_stop_max,f_replan_success,f_replan_failure_reason,h_vlm_action,h_vlm_latency_ms,h_vlm_reason,disturbance_source,disturbance_scenario,disturbance_attempt_id,gate_trigger_source,replan_trigger_source,closest_g1_body,dist_min_g1_body,dist_min_proxy,progress_after_retreat,policy_steps_after_retreat,parts_placed_after_retreat,retreat_attempt_count,recovered_attempt_count,transit_min_proxy_distance,transit_slow_count,transit_consecutive_slow_max,transit_replan_count
0,9291,8465,20,20,True,False,-0.29829418659210205,-0.27039071917533875,-1.45,0.0,0.0,-1.4500000476837158,0.0,-0.25,-0.30956798791885376,-0.423294335603714,-0.27039071917533875,0.28737024993843474,0.3355134403125091,4.768371586472142e-08,40,186,4,0,4,4,4,0,4271,204,204,7776,65,0,0,2893,0.7703794836997986,0.0,1.1744320827566657,ALLOW,allow,0.9241459035873413,virtual_hand,18,False,,,0.0,,scripted_virtual_hand,static_occupancy_proxy,26,,,left_wrist_pitch_link,0.6868390989303589,0.0,True,8264,20,4,4,0.0,6,1,4
