step,ee_x,ee_y,ee_z,hand_x,hand_y,hand_z,hand_dist_surface,g1_body_dist,gate,gate_trigger,stage,parts_placed,replan_count,replan_strategy,replan_raise_m,replan_lateral_m,grasp_rewinds,carry_aborted,min_part_z,parts_below_table,deadlock_tier,vhand_retreated,vhand_block_active,sphere_x,sphere_y,sphere_z,protocol_phase,protocol_part,disturbance_source,disturbance_scenario,disturbance_attempt_id,gate_trigger_source,replan_trigger_source,replan_trigger_step,replan_event_id,replan_applied_step,closest_g1_body,dist_min_g1_body,dist_min_proxy,warn_threshold_active,dist_min_for_gating,dist_min_envelope,dist_min_held,safe_dist_hard_stop_active,safe_dist_warn_active,proxy_center_x,proxy_center_y,proxy_center_z,proxy_surface_x,proxy_surface_y,proxy_surface_z,attractor_x,attractor_y,attractor_z,g1_head_x,g1_head_y,g1_head_z,reach_clamped,slow_streak_length,reach_radius_active,proxy_radius_active,head_to_attractor_distance,reach_margin,g1_root_x,g1_root_y,g1_root_z,g1_tilt_rad,g1_spawn_requested_x,g1_spawn_requested_y,g1_spawn_requested_yaw,spawn_pose_error
6000,0.7496,0.3551,0.3014,0.0473,-0.1119,0.3014,0.7635,1.1477,ALLOW,allow,open_gripper_to_release_slot_B_12,11,4,auto,0.2500,0.1563,0,0,0.1485,0,0,0,1,-0.0194,-0.1562,0.3014,place,12,scripted_virtual_hand,static_occupancy_proxy,18,,,,,,left_wrist_pitch_link,1.1477,0.7635,0.3004,0.7436,0.7436,,0.2500,0.3004,-0.0194,-0.1562,0.3014,0.0473,-0.1119,0.3014,0.7573,0.3607,0.0000,-0.4083,-0.5451,0.1875,1,0,0.5500,0.0800,1.4762,-0.9262,-0.3136,-0.4410,-0.2693,0.3041,-1.4500,0.0000,0.0000,0.0000
6200,0.8563,-0.3480,0.4700,0.1838,-0.3034,0.4700,0.5940,1.0591,ALLOW,allow,grasp_slot_A_13,12,4,auto,0.2500,0.1563,0,0,0.1485,0,0,0,1,0.1039,-0.2981,0.4700,pick,13,scripted_virtual_hand,static_occupancy_proxy,18,,,,,,right_wrist_pitch_link,1.0591,0.5940,0.2500,0.5322,0.5322,0.5940,0.2500,0.2500,0.1039,-0.2981,0.4700,0.1838,-0.3034,0.4700,0.8661,-0.3587,0.0000,-0.4093,-0.4959,0.1952,1,0,0.5500,0.0800,1.2827,-0.7327,-0.3142,-0.4322,-0.2687,0.2858,-1.4500,0.0000,0.0000,0.0000
6400,0.8605,0.1450,0.2999,0.0320,-0.0445,0.2999,0.7699,1.1515,ALLOW,allow,open_gripper_to_release_slot_B_13,12,4,auto,0.2500,0.1563,0,0,0.1485,0,0,0,1,-0.0460,-0.0623,0.2999,place,13,scripted_virtual_hand,static_occupancy_proxy,19,,,,,,left_wrist_pitch_link,1.1515,0.7699,0.3002,0.7499,0.7499,,0.2500,0.3002,-0.0460,-0.0623,0.2999,0.0320,-0.0445,0.2999,0.8683,0.1476,0.0000,-0.4349,-0.4512,0.1931,1,0,0.5500,0.0800,1.4342,-0.8842,-0.3197,-0.4190,-0.2696,0.2946,-1.4500,0.0000,0.0000,0.0000
6600,0.8574,-0.2793,0.4137,0.1570,-0.2200,0.4137,0.6230,1.0609,ALLOW,allow,grasp_slot_A_14,13,4,auto,0.2500,0.1563,0,0,0.1485,0,0,0,1,0.0773,-0.2132,0.4137,pick,14,scripted_virtual_hand,static_occupancy_proxy,19,,,,,,right_wrist_pitch_link,1.0609,0.6230,0.2500,0.5612,0.5612,0.6230,0.2500,0.2500,0.0773,-0.2132,0.4137,0.1570,-0.2200,0.4137,0.8663,-0.2882,0.0000,-0.4475,-0.3778,0.1933,1,0,0.5500,0.0800,1.3169,-0.7669,-0.3348,-0.3967,-0.2706,0.2629,-1.4500,0.0000,0.0000,0.0000
6800,0.8603,0.2154,0.3002,0.0534,-0.0282,0.3002,0.7629,1.1626,ALLOW,allow,open_gripper_to_release_slot_B_14,13,4,auto,0.2500,0.1563,0,0,0.1485,0,0,0,1,-0.0232,-0.0513,0.3002,place,14,scripted_virtual_hand,static_occupancy_proxy,20,,,,,,left_wrist_pitch_link,1.1626,0.7629,0.3003,0.7429,0.7429,,0.2500,0.3003,-0.0232,-0.0513,0.3002,0.0534,-0.0282,0.3002,0.8681,0.2192,0.0000,-0.4121,-0.4402,0.1985,1,0,0.5500,0.0800,1.4400,-0.8900,-0.3405,-0.3799,-0.2699,0.2630,-1.4500,0.0000,0.0000,0.0000
7000,0.8611,-0.2147,0.3374,0.1743,-0.1791,0.3374,0.6077,1.0410,ALLOW,allow,grasp_slot_A_15,14,4,auto,0.2500,0.1563,0,0,0.1485,0,0,0,1,0.0944,-0.1750,0.3374,pick,15,scripted_virtual_hand,static_occupancy_proxy,20,,,,,,right_wrist_pitch_link,1.0410,0.6077,0.2500,0.5459,0.5459,0.6077,0.2500,0.2500,0.0944,-0.1750,0.3374,0.1743,-0.1791,0.3374,0.8666,-0.2178,0.0000,-0.3881,-0.4390,0.2101,1,0,0.5500,0.0800,1.2741,-0.7241,-0.3392,-0.3784,-0.2612,0.2355,-1.4500,0.0000,0.0000,0.0000
7200,0.8607,0.2861,0.3008,0.0504,-0.0133,0.3008,0.7839,1.1839,ALLOW,allow,open_gripper_to_release_slot_B_15,14,4,auto,0.2500,0.1563,0,0,0.1485,0,0,0,1,-0.0247,-0.0411,0.3008,place,15,scripted_virtual_hand,static_occupancy_proxy,21,,,,,,left_wrist_pitch_link,1.1839,0.7839,0.3058,0.7639,0.7639,,0.2500,0.3058,-0.0247,-0.0411,0.3008,0.0504,-0.0133,0.3008,0.8679,0.2890,0.0000,-0.4136,-0.4300,0.1989,1,0,0.5500,0.0800,1.4694,-0.9194,-0.3404,-0.3667,-0.2690,0.2582,-1.4500,0.0000,0.0000,0.0000
7400,0.8601,-0.1453,0.3014,0.0884,-0.1691,0.3014,0.6921,1.0555,ALLOW,allow,grasp_slot_A_16,15,4,auto,0.2500,0.1563,0,0,0.1485,0,0,0,1,0.0084,-0.1715,0.3014,pick,16,scripted_virtual_hand,static_occupancy_proxy,21,,,,,,right_wrist_pitch_link,1.0555,0.6921,0.2500,0.6303,0.6303,0.6921,0.2500,0.2500,0.0084,-0.1715,0.3014,0.0884,-0.1691,0.3014,0.8669,-0.1474,0.0000,-0.4211,-0.5151,0.1985,1,0,0.5500,0.0800,1.3395,-0.7895,-0.3422,-0.3973,-0.2580,0.2837,-1.4500,0.0000,0.0000,0.0000
7600,0.8600,0.3596,0.2976,0.0578,-0.0027,0.2976,0.8002,1.2065,ALLOW,allow,open_gripper_to_release_slot_B_16,15,4,auto,0.2500,0.1563,0,0,0.1485,0,0,0,1,-0.0151,-0.0356,0.2976,place,16,scripted_virtual_hand,static_occupancy_proxy,22,,,,,,left_wrist_pitch_link,1.2065,0.8002,0.2500,0.7801,0.7801,,0.2500,0.2500,-0.0151,-0.0356,0.2976,0.0578,-0.0027,0.2976,0.8677,0.3596,0.0000,-0.4041,-0.4245,0.1973,1,0,0.5500,0.0800,1.4940,-0.9440,-0.3422,-0.3561,-0.2714,0.2455,-1.4500,0.0000,0.0000,0.0000
7800,0.9711,-0.3555,0.2983,0.1881,-0.2850,0.2983,0.7062,1.1255,ALLOW,allow,descend_to_slot_A_17,16,4,auto,0.2500,0.1563,0,0,0.1485,0,0,0,1,0.1084,-0.2778,0.2983,pick,17,scripted_virtual_hand,static_occupancy_proxy,22,,,,,,right_wrist_pitch_link,1.1255,0.7062,0.2500,0.6862,0.6862,,0.2500,0.2500,0.1084,-0.2778,0.2983,0.1881,-0.2850,0.2983,0.9765,-0.3579,0.0000,-0.4279,-0.3995,0.1875,1,0,0.5500,0.0800,1.4051,-0.8551,-0.3457,-0.3315,-0.2782,0.2674,-1.4500,0.0000,0.0000,0.0000
8000,0.9712,0.1492,0.2980,0.0539,0.0237,0.2980,0.8458,1.2467,ALLOW,allow,descend_to_box_with_slot_B_17,16,4,auto,0.2500,0.1563,0,0,0.1485,0,0,0,1,-0.0254,0.0129,0.2980,place,17,scripted_virtual_hand,static_occupancy_proxy,23,,,,,,left_wrist_pitch_link,1.2467,0.8458,0.3105,0.7840,0.7840,0.8458,0.2500,0.3105,-0.0254,0.0129,0.2980,0.0539,0.0237,0.2980,0.9782,0.1491,0.0000,-0.4143,-0.3760,0.2010,1,0,0.5500,0.0800,1.4882,-0.9382,-0.3589,-0.3623,-0.2728,0.2320,-1.4500,0.0000,0.0000,0.0000
8200,0.9703,-0.2840,0.3020,0.1942,-0.2409,0.3020,0.6972,1.1174,ALLOW,allow,descend_to_slot_A_18,17,4,auto,0.2500,0.1563,0,0,0.1485,0,0,0,1,0.1144,-0.2365,0.3020,pick,18,scripted_virtual_hand,static_occupancy_proxy,23,,,,,,right_wrist_pitch_link,1.1174,0.6972,0.2500,0.6773,0.6773,,0.2500,0.2500,0.1144,-0.2365,0.3020,0.1942,-0.2409,0.3020,0.9765,-0.2876,0.0000,-0.3845,-0.4680,0.2051,1,0,0.5500,0.0800,1.3730,-0.8230,-0.3403,-0.3648,-0.2591,0.2823,-1.4500,0.0000,0.0000,0.0000
8400,0.9710,0.2195,0.2986,0.1018,-0.2992,0.2986,0.9322,1.3467,ALLOW,allow,descend_to_box_with_slot_B_18,17,4,auto,0.2500,0.1563,0,0,0.1485,0,0,0,1,0.0331,-0.3402,0.2986,place,18,scripted_virtual_hand,static_occupancy_proxy,24,,,,,,left_wrist_pitch_link,1.3467,0.9322,0.3047,0.8704,0.8704,0.9322,0.2500,0.3047,0.0331,-0.3402,0.2986,0.1018,-0.2992,0.2986,0.9783,0.2190,0.0000,-0.3558,-0.7291,0.1785,1,0,0.5500,0.0800,1.6367,-1.0867,-0.3160,-0.6018,-0.2800,0.2790,-1.4500,0.0000,0.0000,0.0000
8600,0.9729,-0.2157,0.3036,0.1364,-0.2122,0.3036,0.7565,1.1062,ALLOW,allow,descend_to_slot_A_19,18,4,auto,0.2500,0.1563,0,0,0.1485,0,0,0,1,0.0564,-0.2119,0.3036,pick,19,scripted_virtual_hand,static_occupancy_proxy,24,,,,,,right_wrist_pitch_link,1.1062,0.7565,0.2500,0.7365,0.7365,,0.2500,0.2500,0.0564,-0.2119,0.3036,0.1364,-0.2122,0.3036,0.9767,-0.2173,0.0000,-0.4057,-0.5102,0.1920,1,0,0.5500,0.0800,1.4131,-0.8631,-0.3015,-0.4375,-0.2686,0.3215,-1.4500,0.0000,0.0000,0.0000
8800,0.9718,0.2896,0.2987,0.0447,-0.0698,0.2987,0.9143,1.2984,ALLOW,allow,descend_to_box_with_slot_B_19,18,4,auto,0.2500,0.1563,0,0,0.1485,0,0,0,1,-0.0299,-0.0987,0.2987,place,19,scripted_virtual_hand,static_occupancy_proxy,25,,,,,,left_wrist_pitch_link,1.2984,0.9143,0.3075,0.8525,0.8525,0.9143,0.2500,0.3075,-0.0299,-0.0987,0.2987,0.0447,-0.0698,0.2987,0.9782,0.2893,0.0000,-0.4188,-0.4876,0.1895,1,0,0.5500,0.0800,1.5986,-1.0486,-0.3092,-0.4229,-0.2709,0.3198,-1.4500,0.0000,0.0000,0.0000
9000,0.9775,-0.1481,0.2835,0.1020,-0.1280,0.2835,0.7957,1.1264,ALLOW,allow,descend_to_slot_A_20,19,4,auto,0.2500,0.1563,0,0,0.1485,0,0,0,1,0.0221,-0.1261,0.2835,pick,20,scripted_virtual_hand,static_occupancy_proxy,25,,,,,,right_wrist_pitch_link,1.1264,0.7957,0.2500,0.7747,0.7747,,0.2500,0.2500,0.0221,-0.1261,0.2835,0.1020,-0.1280,0.2835,0.9769,-0.1469,0.0000,-0.4264,-0.4445,0.1921,1,0,0.5500,0.0800,1.4345,-0.8845,-0.3135,-0.4183,-0.2715,0.2927,-1.4500,0.0000,0.0000,0.0000
9200,0.9762,0.3585,0.2979,0.0246,0.0009,0.2979,0.9366,1.3271,ALLOW,allow,descend_to_box_with_slot_B_20,19,4,auto,0.2500,0.1563,0,0,0.1485,0,0,0,1,-0.0503,-0.0272,0.2979,place,20,scripted_virtual_hand,static_occupancy_proxy,26,,,,,,left_wrist_pitch_link,1.3271,0.9366,0.3243,0.8747,0.8747,0.9366,0.2500,0.3243,-0.0503,-0.0272,0.2979,0.0246,0.0009,0.2979,0.9781,0.3598,0.0000,-0.4392,-0.4161,0.1889,1,0,0.5500,0.0800,1.6158,-1.0658,-0.3120,-0.4207,-0.2716,0.2963,-1.4500,0.0000,0.0000,0.0000
